Rating,Date,Titles,Review,Company
1,25/05/2023,Terrible customer service,"Honestly, absolutely useless customer service. 3 weeks and claim still has not even been entered onto the system!!  So I claimed for a dental treatment. After 10 days nothing back from ABC HealthCare. Contacted them and they said IT had blocked the email. Okay, this can happen.  I called and spoke to someone who said they would unblock the email and get it dealt with. I was told they would be in touch quickly to finish the claim.  8 days later nothing.  Called again, spoke with someone and got transferred. Then transferred again and then back to the switch board.   And now having been on the phone an hour and 5 different people they still have nothing resolved. No one has taken any responsibility.   Terrible customer services department. Really budget.",ABC HealthCare
1,18/05/2023,Hopeless customer service,Hopeless customer service  Can’t deal with complaints  Don’t uphold their commitment to you,ABC HealthCare
1,24/07/2023,Horrible experience each time,"Horrible horrible experience every time I needed anything. Firt time I had a referral from GP for a consultation yet was refused an authorisation code twice, only when I spoke to someone for the 3rd time did I get one - hours wasted. Second time I had a referral to see an ophthalmologist, but I was advised to self fund ot go via NHS - which made me laugh and cry at the same time to be honest as they did not mean it as a joke! I spoke to the eye clinic I chose, which is close to my home and the doctor is on the approved list from ABC HealthCare so you would think they would be OK with that - the clinic in fact advised that they get patients from ABC HealthCare funded by ABC HealthCare for consultations and treatments alike, yet I was refused the auth code 3 times. When I told the person on the phone how did their other customers get the authorisation code and why I can't get one for an ophthalmologist on their list, I was told it was the ""policy"" so I asked if I needed to have a different policy since other people were able to get in and I can't and what the name of the policy is that I need then - they said no that would not help me and that they can't help me, but they are ""sorry"". I don't know why I was discriminated against seeing the clinic I wanted to go to recieved patients with same issues - no answer provided by ABC HealthCare. I finally asked for a complaint to be raised, but honestly, when you have a health condition that needs treating, you don't really have time to wait for 8 weeks to see what the decision is on your case. Extremely disappointing, sad experience. I would never ever recommend this company if their advise is to self fund or go via NHS, why am I paying for the policy then? I fear to imagine how people with more serious conditions must feel when they talk to this insensitive company and they are refused despite being a paying customer for years - when you are going through health issues last thing you need is this. Btw my consultantion and possible treatment was neither very expensive nor something ""off label""... Needless to say I am not going to wait to be in a more serious situation again to see what would happen then - was brought to tears enough already. Please please avoid at all cost.",ABC HealthCare
5,01/08/2023,Huge difference in waiting times when…,Huge difference in waiting times when Phono g for pre authorisatoons now. It has always been a gripe with me. Chat is much better too. Your staff are extremely kind and caring. Well done.,ABC HealthCare
1,16/03/2023,"No pick up on calls, totally unjustifiable lengthy delay to authorise treatment","Hugely frustrating and lengthy calls to get through to someone that lasted usually up to or over one hour and still failed. Received an authorisation for treatment for my wife about 5 or 6 weeks post the request for urgent mental health support, all of which also therefore arrived about 2 weeks after she'd then left the hospital she'd had to be admitted to for about 3 weeks after an A+E blue lighted visit! Totally insufficient. Sent a complaint and received no response either. Shocking",ABC HealthCare
1,18/07/2023,"Hideous, deliberate refusal to understand or help","I am absolutely livid at the sheer incompetence and refusal to behave like human beings and actually use common sense.   I made a clear typographical error on my pre treatment form.  I then got this re-verified by my GP.   HUMANS MAKE MISTAKES.  This is not something I deliberately did.  However, ABC HealthCare is deliberately now trying to scam me and say this is a pre-existing condition.  This is CLEARLY a typographical error or the previous insurer, AXA wouldn't have covered me.   My employer without my consent transferred me from AXA to ABC HealthCare.  I made a mistake on a form.  My GP verified the details.   This is all absolutely ludicrous and has completely interrupted my treatment of what is a very serious health condition.   I am getting zero resolution and it is just sheer and wilful incompetence and disrespect.",ABC HealthCare
1,23/05/2023,calling 0345 608 0898 and waiting more than 50mins,"I am calling ABC HealthCare on 0345 608 0898 and having been waiting for 50 mins. I presumed my local GP was hardest to call, today I found ABC HealthCare was more difficult. I am a new member for ABC HealthCare. Still waiting.",ABC HealthCare
5,31/05/2023,I am delighted to say you seem to be…,I am delighted to say you seem to be answering the telephone much quicker these days.,ABC HealthCare
2,14/07/2023,"I am happy with what has been covered, but…","I am happy with what has been covered so far for my policies, but the bureaucracy could honestly not be any worse (and that is the feedback I get from any practitioner). Emails get answered once, then not again. Often initial replies are not dealing with the actual queries and/or are incomplete and/or vague. So are many replies via text that only tell me a decision has been made, but not what in regards to at all, and I then have to be in a queue for at least an hour again to find out, as I otherwise cannot get in touch. Also, the premium (=monthly free) increased by almost 50%, which is just robbery and unfair.",ABC HealthCare
1,23/05/2023,I am having a terrible time with them,I am having a terrible time with them.  Waiting months and months for them to pay back a hospital invoice I paid and they still have not repaid us......they are insanely bureaucratic.  I picked them as they are a charity but really I now wish I had chosen a private health insurer.  They are not paying us because they want the hospital to re invoice them so they pay and then the hospital pay us.  BUT they are arguing with the hospital because they want to be invoiced at a lower rate as ABC HealthCare get a discount when it is a client. Nothing is happening and it has been months.  You cannot trust what the Customer Support team  and even the Complaints Team say because they lie so that you close your complaint.  This is to manipulate the Customer complaints data they publish. I have escalated my complaint to Financial Ombudsman to investigate both my payment and the way they are manipulating complaint figures.  USE A DIFFERENT COMPANY FOR YOUR MEDICAL INSURANCE. READ THE OTHER BAD REVIEWS ITS NOT JUST ME COMPLAINING ABOUT THIS.,ABC HealthCare
